Series_Title,Released_Year,Certificate,Genre,IMDB_Rating,Overview,Director,Star1,Star2,Star3,Star4,Keywords,soup
Little Women,2019,Family,drama  romance,7.8,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",gretagerwig,saoirseronan,emmawatson,florencepugh,elizascanlen, ,drama  romance gretagerwig saoirseronan emmawatson florencepugh elizascanlen  
Loving Vincent,2017,Adult,animation  biography  crime,7.8,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",dorotakobiela,hughwelchman,douglasbooth,jeromeflynn,robertgulaczyk, ,animation  biography  crime dorotakobiela hughwelchman douglasbooth jeromeflynn robertgulaczyk  
Pride,2014,Adult,biography  comedy  drama,7.8,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,matthewwarchus,billnighy,imeldastaunton,dominicwest,paddyconsidine, ,biography  comedy  drama matthewwarchus billnighy imeldastaunton dominicwest paddyconsidine  
Le passé,2013,Adult,drama  mystery,7.8,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",asgharfarhadi,bérénicebejo,taharrahim,alimosaffa,paulineburlet, ,drama  mystery asgharfarhadi bérénicebejo taharrahim alimosaffa paulineburlet  
La grande bellezza,2013,Adult,drama,7.8,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",paolosorrentino,toniservillo,carloverdone,sabrinaferilli,carlobuccirosso, ,drama paolosorrentino toniservillo carloverdone sabrinaferilli carlobuccirosso  
The Lunchbox,2013,Family,drama  romance,7.8,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,riteshbatra,irrfankhan,nimratkaur,nawazuddinsiddiqui,lilletedubey, ,drama  romance riteshbatra irrfankhan nimratkaur nawazuddinsiddiqui lilletedubey  
Vicky Donor,2012,Adult,comedy  romance,7.8,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",shoojitsircar,ayushmannkhurrana,yamigautam,annukapoor,dollyahluwalia, ,comedy  romance shoojitsircar ayushmannkhurrana yamigautam annukapoor dollyahluwalia  
Big Hero 6,2014,Family,animation  action  adventure,7.8,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",donhall,chriswilliams,ryanpotter,scottadsit,jamiechung, ,animation  action  adventure donhall chriswilliams ryanpotter scottadsit jamiechung  
About Time,2013,Adult,comedy  drama  fantasy,7.8,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",richardcurtis,domhnallgleeson,rachelmcadams,billnighy,lydiawilson, ,comedy  drama  fantasy richardcurtis domhnallgleeson rachelmcadams billnighy lydiawilson  
English Vinglish,2012,Family,comedy  drama  family,7.8,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",gaurishinde,sridevi,adilhussain,mehdinebbou,priyaanand, ,comedy  drama  family gaurishinde sridevi adilhussain mehdinebbou priyaanand  
Kaze tachinu,2013,Adult,animation  biography  drama,7.8,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",hayaomiyazaki,hideakianno,hidetoshinishijima,mioritakimoto,masahikonishimura, ,animation  biography  drama hayaomiyazaki hideakianno hidetoshinishijima mioritakimoto masahikonishimura  
Toy Story 4,2019,Family,animation  adventure  comedy,7.8,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",joshcooley,tomhanks,timallen,anniepotts,tonyhale, ,animation  adventure  comedy joshcooley tomhanks timallen anniepotts tonyhale  
La migliore offerta,2013,Adult,crime  drama  mystery,7.8,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,giuseppetornatore,geoffreyrush,jimsturgess,sylviahoeks,donaldsutherland, ,crime  drama  mystery giuseppetornatore geoffreyrush jimsturgess sylviahoeks donaldsutherland  
Moonrise Kingdom,2012,Adult,comedy  drama  romance,7.8,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",wesanderson,jaredgilman,karahayward,brucewillis,billmurray, ,comedy  drama  romance wesanderson jaredgilman karahayward brucewillis billmurray  
How to Train Your Dragon 2,2014,Family,animation  action  adventure,7.8,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",deandeblois,jaybaruchel,cateblanchett,gerardbutler,craigferguson, ,animation  action  adventure deandeblois jaybaruchel cateblanchett gerardbutler craigferguson  
The Big Short,2015,Adult,biography  comedy  drama,7.8,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,adammckay,christianbale,stevecarell,ryangosling,bradpitt, ,biography  comedy  drama adammckay christianbale stevecarell ryangosling bradpitt  
Kokuhaku,2010,Adult,drama  thriller,7.8,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,tetsuyanakashima,takakomatsu,yoshinokimura,masakiokada,yukitonishii, ,drama  thriller tetsuyanakashima takakomatsu yoshinokimura masakiokada yukitonishii  
Ang-ma-reul bo-at-da,2010,Adult,action  crime  drama,7.8,A secret agent exacts revenge on a serial killer through a series of captures and releases.,jee-woonkim,leebyung-hun,choimin-sik,jeongook-hwan,ho-jinchun, ,action  crime  drama jee-woonkim leebyung-hun choimin-sik jeongook-hwan ho-jinchun  
The Girl with the Dragon Tattoo,2011,Adult,crime  drama  mystery,7.8,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",davidfincher,danielcraig,rooneymara,christopherplummer,stellanskarsgård, ,crime  drama  mystery davidfincher danielcraig rooneymara christopherplummer stellanskarsgård  
Captain Phillips,2013,Adult,adventure  biography  crime,7.8,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",paulgreengrass,tomhanks,barkhadabdi,barkhadabdirahman,catherinekeener, ,adventure  biography  crime paulgreengrass tomhanks barkhadabdi barkhadabdirahman catherinekeener  
Ajeossi,2010,Adult,action  crime  drama,7.8,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,jeong-beomlee,wonbin,sae-ronkim,tae-hoonkim,hee-wonkim, ,action  crime  drama jeong-beomlee wonbin sae-ronkim tae-hoonkim hee-wonkim  
Straight Outta Compton,2015,Adult,biography  drama  history,7.8,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",f.garygray,o'sheajacksonjr.,coreyhawkins,jasonmitchell,neilbrownjr., ,biography  drama  history f.garygray o'sheajacksonjr. coreyhawkins jasonmitchell neilbrownjr.  
Madeo,2009,Adult,crime  drama  mystery,7.8,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,bongjoonho,hye-jakim,wonbin,jingoo,je-munyun, ,crime  drama  mystery bongjoonho hye-jakim wonbin jingoo je-munyun  
Chugyeokja,2008,Adult,action  crime  thriller,7.8,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,hong-jinna,kimyoon-seok,jung-wooha,yeong-hieseo,yoo-jeongkim, ,action  crime  thriller hong-jinna kimyoon-seok jung-wooha yeong-hieseo yoo-jeongkim  
The Hobbit: The Desolation of Smaug,2013,Adult,adventure  fantasy,7.8,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",peterjackson,ianmckellen,martinfreeman,richardarmitage,kenstott, ,adventure  fantasy peterjackson ianmckellen martinfreeman richardarmitage kenstott  
Das weiße Band - Eine deutsche Kindergeschichte,2009,Adult,drama  history  mystery,7.8,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",michaelhaneke,christianfriedel,ernstjacobi,leoniebenesch,ulrichtukur, ,drama  history  mystery michaelhaneke christianfriedel ernstjacobi leoniebenesch ulrichtukur  
Män som hatar kvinnor,2009,Adult,crime  drama  mystery,7.8,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,nielsardenoplev,michaelnyqvist,noomirapace,ewafröling,lenaendre, ,crime  drama  mystery nielsardenoplev michaelnyqvist noomirapace ewafröling lenaendre  
The Trial of the Chicago 7,2020,Adult,drama  history  thriller,7.8,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",aaronsorkin,eddieredmayne,alexsharp,sachabaroncohen,jeremystrong, ,drama  history  thriller aaronsorkin eddieredmayne alexsharp sachabaroncohen jeremystrong  
Druk,2020,Adult,comedy  drama,7.8,"Four friends, all high school teachers, test a theory that they will improve their lives by maintaining a constant level of alcohol in their blood.",thomasvinterberg,madsmikkelsen,thomasbolarsen,magnusmillang,larsranthe, ,comedy  drama thomasvinterberg madsmikkelsen thomasbolarsen magnusmillang larsranthe  
The Fighter,2010,Adult,biography  drama  sport,7.8,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",davido.russell,markwahlberg,christianbale,amyadams,melissaleo, ,biography  drama  sport davido.russell markwahlberg christianbale amyadams melissaleo  
Taken,2008,Adult,action  thriller,7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",pierremorel,liamneeson,maggiegrace,famkejanssen,lelandorser, ,action  thriller pierremorel liamneeson maggiegrace famkejanssen lelandorser  
The Boy in the Striped Pyjamas,2008,Adult,drama  history  war,7.8,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",markherman,asabutterfield,davidthewlis,rupertfriend,zacmattoono'brien, ,drama  history  war markherman asabutterfield davidthewlis rupertfriend zacmattoono'brien  
Once,2007,Adult,drama  music  romance,7.8,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",johncarney,glenhansard,markétairglová,hughwalsh,gerardhendrick, ,drama  music  romance johncarney glenhansard markétairglová hughwalsh gerardhendrick  
The Hobbit: An Unexpected Journey,2012,Adult,adventure  fantasy,7.8,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",peterjackson,martinfreeman,ianmckellen,richardarmitage,andyserkis, ,adventure  fantasy peterjackson martinfreeman ianmckellen richardarmitage andyserkis  
Auf der anderen Seite,2007,Adult,drama,7.8,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,fatihakin,bakidavrak,nurgülyesilçay,tuncelkurtiz,nurselköse, ,drama fatihakin bakidavrak nurgülyesilçay tuncelkurtiz nurselköse  
Atonement,2007,Adult,drama  mystery  romance,7.8,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,joewright,keiraknightley,jamesmcavoy,brendablethyn,saoirseronan, ,drama  mystery  romance joewright keiraknightley jamesmcavoy brendablethyn saoirseronan  
